,KIC,Teff,logg,Mass,Period
2399,3003323,6036,3.93,1.1181,1.6380000000000001
2400,3003576,5879,4.16,1.0707,49.184
2401,3003620,5591,4.45,0.9893,54.998000000000005
2402,3003682,6373,4.51,1.2299,58.777
2403,3003716,5227,4.58,0.893,32.06
2404,3003740,6157,4.72,1.1565,66.513
2405,3003949,6088,4.79,1.1344,54.762
2406,3004083,5546,3.86,0.9771,49.20399999999999
2407,3096396,5549,4.36,0.9779,25.093000000000004
2408,3096826,6054,4.59,1.1237,57.122
2409,3096946,5160,4.42,0.8757,42.513000000000005
2410,3097405,5318,4.58,0.9167,27.234
2411,3097420,6030,4.23,1.1162,6.263
2412,3097546,5391,4.54,0.9358,58.123999999999995
2413,3097571,4660,4.82,0.7445,31.355
2414,3097626,5800,4.17,1.0477,28.756999999999998
2415,3098084,6015,4.35,1.1116,50.129
2416,3098151,5571,4.84,0.9839,24.96
2417,3098353,5695,4.71,1.018,18.319000000000003
2418,3098512,6100,4.56,1.1382,6.937
2419,3098541,5817,4.67,1.0526,16.664
2420,3098653,5386,4.76,0.9345,37.589
2421,3098734,5232,4.71,0.8943,45.731
2422,3098736,5185,4.92,0.8821,25.035999999999998
2423,3098965,6292,4.36,1.2016,2.408
2424,3099119,5291,4.54,0.9096,28.801
2425,3099174,6249,4.18,1.187,1.089
2426,3099810,5472,4.45,0.9572,48.14
2427,3099888,6481,4.17,1.2692,21.064
2428,3100006,6360,4.32,1.2253,52.273
2429,3100037,5660,4.6,1.0082,19.586
2430,3100083,5834,4.45,1.0575,51.931999999999995
2431,3100451,5724,4.79,1.0261,62.301
2432,3100476,5774,4.46,1.0403,35.743
2433,3100559,5470,4.67,0.9567,47.343999999999994
2434,3100641,6145,4.43,1.1526,8.625
2435,3100847,5501,4.69,0.965,14.912
2436,3100876,5299,4.45,0.9117,34.852
2437,3101748,5552,4.68,0.9787,48.601000000000006
2438,3101786,6357,4.36,1.2242,55.446999999999996
2439,3102004,5710,4.44,1.0222,53.117
2440,3102050,5329,4.61,0.9195,49.868
2441,3102111,6004,5.06,1.1082,59.574
2442,3102172,5813,4.48,1.0514,58.658
2443,3102289,4835,4.63,0.7912,34.317
2444,3102473,5833,4.57,1.0572,25.614
2445,3102482,5674,4.19,1.0121,31.933000000000003
2446,3103105,5550,4.96,0.9782,15.192
2447,3103125,5786,3.95,1.0437,65.832
2448,3103195,5122,4.43,0.8658,53.199
2449,3103249,5944,4.68,1.09,57.367
2450,3103779,5542,4.55,0.976,40.406
2451,3103851,5349,4.12,0.9248,0.423
2452,3109585,6046,4.42,1.1212,58.553000000000004
2453,3109707,5534,4.62,0.9739,47.123000000000005
2454,3109771,5171,4.54,0.8785,67.911
2455,3110129,5303,4.65,0.9128,18.281
2456,3110177,5506,4.46,0.9663,25.695
2457,3110776,6216,4.22,1.1759,3.7289999999999996
2458,3110832,6270,4.49,1.1941,61.659
2459,3110851,5861,4.58,1.0654,11.725
2460,3110892,4963,4.44,0.8247,0.358
2461,3110953,5687,4.62,1.0157,23.059
2462,3111093,5229,4.34,0.8935,27.044
2463,3111214,5366,4.6,0.9292,55.958
2464,3111278,6025,4.55,1.1147,67.523
2465,3111524,5816,4.39,1.0523,55.568999999999996
2466,3111902,4974,4.41,0.8275,59.728
2467,3111917,4416,4.74,0.6765,35.055
2468,3111993,6232,4.3,1.1812,2.013
2469,3112020,5657,4.49,1.0074,24.570999999999998
2470,3112070,5203,4.57,0.8868,56.754
2471,3112152,6035,4.42,1.1178,14.099
2472,3112234,5453,4.37,0.9522,51.258
2473,3112259,5512,4.52,0.9679,55.056999999999995
2474,3112264,5340,4.9,0.9224,28.263
2475,3112666,5617,4.41,0.9964,43.088
2476,3113061,5420,4.41,0.9435,61.913999999999994
2477,3113161,5412,4.27,0.9413,51.167
2478,3113181,4870,4.29,0.8004,38.515
2479,3113270,6079,4.29,1.1315,12.618
2480,3113440,6303,4.44,1.2054,4.812
2481,3113704,4826,4.56,0.7888,43.125
2482,3114011,5696,4.73,1.0182,49.518
2483,3114276,5880,4.46,1.071,0.742
2484,3114338,5932,4.57,1.0864,54.67
2485,3114399,5474,4.12,0.9578,63.191
2486,3114499,5717,4.34,1.0241,64.933
2487,3114574,5161,4.51,0.8759,58.941
2488,3114729,6097,4.15,1.1372,21.22
2489,3114797,6356,4.39,1.2239,53.158
2490,3114896,4685,4.61,0.7513,38.589
2491,3115027,5613,4.61,0.9953,0.858
2492,3115141,5718,4.62,1.0244,19.054000000000002
2493,3115153,6081,4.38,1.1322,8.94
2494,3115276,5930,4.6,1.0858,52.188
2495,3115317,5340,4.69,0.9224,34.726
2496,3115541,5277,4.41,0.906,55.303999999999995
2497,3115689,5795,4.51,1.0463,19.647000000000002
2498,3115696,5287,4.54,0.9086,52.835
2499,3115899,5339,4.83,0.9222,32.255
2500,3115971,5783,4.45,1.0428,44.943999999999996
2501,3116157,5719,4.44,1.0247,60.83
2502,3116197,6069,4.41,1.1284,54.997
2503,3116200,5655,4.65,1.0069,49.398
2504,3116219,5947,4.62,1.0909,60.085
2505,3116443,5684,4.46,1.0149,55.958
2506,3116538,5826,4.33,1.0552,22.61
2507,3116546,5626,4.53,0.9989,61.699
2508,3116563,5282,4.56,0.9073,63.46
2509,3116607,6075,4.58,1.1303,50.766999999999996
2510,3116808,5795,4.49,1.0463,67.441
2511,3116814,6055,4.63,1.124,5.098
2512,3116815,5874,4.68,1.0692,52.416000000000004
2513,3116824,5959,4.78,1.0945,54.608999999999995
2514,3117123,5558,4.84,0.9803,48.376999999999995
2515,3118505,5792,4.56,1.0454,57.693999999999996
2516,3118717,5510,4.34,0.9674,53.117
2517,3119139,5637,3.71,1.0019,45.45
2518,3119243,4842,4.63,0.793,60.225
2519,3119423,6060,4.58,1.1256,1.4809999999999999
2520,3119436,5947,4.5,1.0909,35.36
2521,3119459,5447,4.63,0.9506,57.159
2522,3119533,5966,4.58,1.0966,34.38
2523,3119541,6101,4.65,1.1385,54.138999999999996
2524,3119552,5686,4.43,1.0155,33.726
2525,3119601,5550,4.74,0.9782,60.678000000000004
2526,3119732,5609,4.59,0.9942,45.086999999999996
2527,3119789,5658,4.41,1.0077,25.055
2528,3119824,6079,4.17,1.1315,24.811999999999998
2529,3119961,5797,4.36,1.0468,0.95
2530,3120014,5254,4.6,0.9,43.917
2531,3120146,5718,4.61,1.0244,16.97
2532,3120169,5691,4.67,1.0169,52.138000000000005
2533,3120192,6081,4.43,1.1322,54.037
2534,3120238,4868,4.49,0.7999,62.768
2535,3120315,5616,4.49,0.9961,67.83
2536,3120518,5698,4.75,1.0188,5.711
2537,3120641,6076,4.53,1.1306,56.263999999999996
2538,3120699,5745,4.49,1.032,51.217
2539,3120703,6146,4.55,1.1529,49.806999999999995
2540,3120726,6144,4.53,1.1523,5.619
2541,3120776,6249,4.35,1.187,55.263000000000005
2542,3121024,5930,3.8,1.0858,7.598
2543,3121106,4895,4.86,0.8069,64.601
2544,3121235,6491,4.2,1.2729,2.5639999999999996
2545,3121250,5827,4.34,1.0555,27.473000000000003
2546,3121332,5969,4.71,1.0975,28.045
2547,3121522,6220,4.22,1.1772,62.937
2548,3121596,5984,4.5,1.1021,51.309
2549,3121804,5796,4.49,1.0465,10.056000000000001
2550,3121865,5428,4.44,0.9456,31.846
2551,3122039,6260,4.57,1.1907,1.2819999999999998
2552,3122095,5495,5.07,0.9634,0.948
2553,3122116,5225,4.55,0.8925,54.016000000000005
2554,3122188,5116,3.77,0.8643,0.486
2555,3122230,6122,4.47,1.1452,11.370999999999999
2556,3122248,6458,4.16,1.2606,3.178
2557,3122437,6427,4.44,1.2493,2.421
2558,3122540,5436,4.67,0.9477,59.268
2559,3122556,5838,4.63,1.0587,5.773
2560,3122595,6127,4.43,1.1468,2.83
2561,3122597,5216,4.94,0.8901,53.669
2562,3122780,5890,4.41,1.0739,49.102
2563,3122840,5985,4.12,1.1024,59.61600000000001
2564,3122882,5935,4.37,1.0873,3.4539999999999997
2565,3122909,5314,4.39,0.9156,45.7
2566,3123081,6100,4.03,1.1382,59.441
2567,3123148,5922,4.25,1.0834,56.38
2568,3123210,6152,4.19,1.1549,51.931999999999995
2569,3123313,5686,4.32,1.0155,55.528
2570,3123324,5833,4.78,1.0572,47.273
2571,3123554,6186,4.68,1.166,3.4219999999999997
2572,3123586,6145,4.61,1.1526,4.756
2573,3123852,6311,4.65,1.2081,3.28
2574,3124191,5736,4.38,1.0295,53.63399999999999
2575,3124278,6249,4.29,1.187,2.34
2576,3124279,4910,4.69,0.8109,23.734
2577,3124487,5706,4.75,1.021,54.669
2578,3124511,5885,4.34,1.0724,37.569
2579,3124517,5890,4.69,1.0739,0.95
2580,3124582,5860,4.45,1.0651,54.869
2581,3124623,6287,4.47,1.1999,1.911
2582,3124639,6112,4.52,1.142,10.182
2583,3127581,6319,4.23,1.2109,2.636
2584,3127589,6160,4.3,1.1575,8.603
2585,3127617,5974,4.5,1.0991,50.451
2586,3128012,5011,4.41,0.8371,54.68
2587,3128028,5768,4.42,1.0385,41.828
2588,3128235,6368,4.57,1.2281,55.15
2589,3128280,5343,4.49,0.9232,55.351000000000006
2590,3128319,5896,4.59,1.0757,4.965
2591,3128508,6266,4.72,1.1927,52.387
2592,3128554,5089,4.81,0.8573,53.72
2593,3128624,6273,4.55,1.1951,53.115
2594,3128691,5795,4.37,1.0463,48.49
2595,3128697,6034,4.3,1.1175,28.301
2596,3128699,5802,4.31,1.0483,55.906000000000006
2597,3128975,5926,4.41,1.0846,51.861000000000004
2598,3129141,6157,4.62,1.1565,58.798
2599,3129196,5919,4.49,1.0825,58.542
2600,3129208,4577,4.56,0.7218,58.333999999999996
2601,3129239,4815,4.61,0.7859,47.661
2602,3129506,5619,4.54,0.9969,29.089000000000002
2603,3129579,5834,4.52,1.0575,28.279
2604,3129612,6143,4.51,1.152,57.896
2605,3129652,5684,4.37,1.0149,52.373999999999995
2606,3129655,6071,4.62,1.129,54.082
2607,3129822,5935,4.52,1.0873,57.602
2608,3129824,6051,4.32,1.1228,54.19
2609,3130095,5761,4.86,1.0366,14.63
2610,3130111,5868,4.45,1.0674,13.118
2611,3130112,6105,4.86,1.1398,3.8510000000000004
2612,3130196,5671,4.71,1.0113,50.798
2613,3130198,6094,4.56,1.1363,5.027
2614,3130243,5922,4.6,1.0834,54.68
2615,3130294,5944,4.65,1.09,7.254
2616,3130302,6149,4.5,1.1539,62.486000000000004
2617,3130363,5860,4.5,1.0651,55.281000000000006
2618,3130373,5799,4.66,1.0474,54.885
2619,3130747,5872,4.39,1.0686,34.545
2620,3215548,4966,4.75,0.8254,19.586
2621,3215721,5689,4.45,1.0163,55.61
2622,3215765,4599,4.75,0.7279,44.861999999999995
2623,3215812,5652,4.52,1.006,28.147
2624,3215822,5374,4.48,0.9313,39.999
2625,3215851,5548,4.73,0.9776,23.059
2626,3215855,5466,4.84,0.9557,18.339000000000002
2627,3215929,4738,4.34,0.7655,66.48899999999999
2628,3216052,5952,4.46,1.0924,55.937
2629,3216180,5897,4.26,1.076,67.28
2630,3216556,5404,4.7,0.9392,23.276999999999997
2631,3216708,5786,4.33,1.0437,14.773
2632,3216866,5238,4.9,0.8959,61.61600000000001
2633,3216963,5302,4.37,0.9125,56.979
2634,3217089,4529,4.34,0.7085,2.217
2635,3217113,4472,4.46,0.6925,42.141000000000005
2636,3217462,5103,4.68,0.8609,53.853
2637,3217475,5922,4.35,1.0834,44.739
2638,3217512,5014,4.56,0.8379,30.660999999999998
2639,3217599,5150,4.77,0.8731,45.434
2640,3217605,6093,4.51,1.136,57.163999999999994
2641,3217654,6336,4.21,1.2168,11.595999999999998
2642,3217885,5799,4.53,1.0474,16.051
2643,3218328,5701,4.61,1.0196,16.08
2644,3218348,6034,4.34,1.1175,27.353
2645,3218490,6119,4.5,1.1443,63.591
2646,3218587,5557,4.81,0.9801,0.541
2647,3218607,5697,4.52,1.0185,14.865
2648,3218610,5951,4.67,1.0921,11.8
2649,3218646,6215,4.64,1.1756,5.086
2650,3218688,6211,4.73,1.1742,0.37799999999999995
2651,3218844,5777,4.57,1.0411,63.641000000000005
2652,3218923,5875,4.4,1.0695,12.249
2653,3219027,5603,4.82,0.9926,23.594
2654,3219060,4943,4.92,0.8195,44.777
2655,3219308,5918,4.33,1.0822,26.045
2656,3219343,5331,4.77,0.9201,36.382
2657,3219431,5915,4.15,1.0813,39.243
2658,3219435,6187,4.36,1.1663,22.508000000000003
2659,3219612,4852,4.58,0.7957,31.866
2660,3219698,5681,4.49,1.0141,19.843
2661,3219703,6278,4.55,1.1968,2.9939999999999998
2662,3219709,6167,4.43,1.1598,2.6189999999999998
2663,3219848,5621,4.72,0.9975,28.301
2664,3220160,5681,4.67,1.0141,46.047
2665,3220719,5703,4.14,1.0202,38.016999999999996
2666,3220872,5928,4.4,1.0852,23.775
2667,3221119,5509,4.54,0.9671,16.153
2668,3221162,5521,4.93,0.9704,22.385
2669,3221510,5029,4.78,0.8418,19.095
2670,3221536,6074,4.65,1.13,15.859000000000002
2671,3221607,5482,4.45,0.9599,29.516
2672,3221671,6277,3.95,1.1965,1.7269999999999999
2673,3221710,5566,4.64,0.9825,28.395
2674,3221714,5821,4.51,1.0537,16.785999999999998
2675,3221758,5511,4.46,0.9677,44.617
2676,3221804,5123,4.62,0.8661,63.144
2677,3221981,5425,4.44,0.9448,35.095
2678,3222027,5113,4.5,0.8635,50.931000000000004
2679,3222080,5031,4.43,0.8423,7.816
2680,3222359,5127,4.43,0.8671,48.817
2681,3222491,5693,4.86,1.0174,24.093000000000004
2682,3222510,5804,4.66,1.0488,3.484
2683,3222530,5395,4.84,0.9369,25.195999999999998
2684,3222577,5444,4.83,0.9498,51.483000000000004
2685,3222582,5485,4.49,0.9607,58.516000000000005
2686,3222645,5630,4.56,1.0,32.64
2687,3222649,5587,4.72,0.9882,50.788000000000004
2688,3222654,5864,4.57,1.0663,36.709
2689,3223536,5654,4.38,1.0066,57.184
2690,3228232,5672,4.43,1.0116,54.417
2691,3228466,4776,4.31,0.7756,44.445
2692,3228611,4478,4.48,0.6942,58.975
2693,3228715,6289,4.17,1.2006,58.471000000000004
2694,3229073,5868,4.62,1.0674,15.172
2695,3229222,5688,4.84,1.016,26.243000000000002
2696,3229512,5297,4.77,0.9112,31.320999999999998
2697,3229592,5198,4.67,0.8855,32.459
2698,3229879,5562,4.77,0.9814,21.678
2699,3229908,5285,4.52,0.9081,60.232
2700,3230009,5564,4.73,0.982,26.551
2701,3230022,4988,4.67,0.8311,0.205
2702,3230267,6097,4.68,1.1372,7.468
2703,3230383,4697,4.62,0.7545,32.355
2704,3230565,5606,4.88,0.9934,69.015
2705,3230580,5825,4.64,1.0549,7.974
2706,3230604,5731,4.67,1.0281,68.76899999999999
2707,3230918,5461,4.39,0.9543,67.117
2708,3231059,5202,4.2,0.8865,23.795
2709,3231258,5589,4.64,0.9887,57.408
2710,3231422,5118,3.82,0.8648,44.76
2711,3231871,5644,4.55,1.0038,69.546
2712,3231950,6039,4.53,1.119,2.002
2713,3232028,5763,4.72,1.0371,12.72
2714,3232032,5070,3.84,0.8524,0.39799999999999996
2715,3232186,5255,4.64,0.9003,55.406000000000006
2716,3232218,6338,4.42,1.2175,0.25
2717,3232292,5720,5.08,1.025,50.706
2718,3232409,6271,4.44,1.1944,55.433
2719,3232416,5464,4.93,0.9551,26.432
2720,3232582,6390,4.47,1.2359,44.07899999999999
2721,3232652,5057,4.32,0.849,0.37799999999999995
2722,3232671,5726,4.72,1.0267,60.065
2723,3232757,5820,4.64,1.0535,55.117
2724,3232818,5796,4.42,1.0465,47.193999999999996
2725,3232980,5210,4.69,0.8886,33.806999999999995
2726,3233127,6138,4.61,1.1504,58.839
2727,3233140,5456,4.8,0.953,27.217
2728,3233258,4891,4.49,0.8059,27.744
2729,3233376,5911,4.63,1.0801,69.707
2730,3233553,6030,4.38,1.1162,9.696
2731,3233587,5845,3.97,1.0607,21.159000000000002
2732,3233681,6216,4.58,1.1759,4.4239999999999995
2733,3233770,5821,4.79,1.0537,13.467
2734,3233775,5175,4.66,0.8795,28.719
2735,3233794,4530,4.55,0.7088,34.981
2736,3233816,5562,4.6,0.9814,35.18
2737,3233956,5986,4.48,1.1027,48.356
2738,3234073,5630,4.87,1.0,67.237
2739,3234110,5587,4.59,0.9882,59.128
2740,3234238,5738,4.41,1.03,24.061999999999998
2741,3234283,5698,4.76,1.0188,62.088
2742,3234409,5777,4.59,1.0411,59.288000000000004
2743,3234531,5645,4.46,1.0041,59.717
2744,3234606,5966,4.58,1.0966,61.45399999999999
2745,3234610,5431,4.58,0.9464,57.138999999999996
2746,3234793,5295,4.43,0.9107,32.618
2747,3234909,4848,4.63,0.7946,40.244
2748,3235048,4588,4.79,0.7249,67.328
2749,3235134,5307,4.59,0.9138,42.909
2750,3235322,5586,4.8,0.9879,49.888999999999996
2751,3235468,5501,4.88,0.965,46.576
2752,3235528,5748,5.02,1.0329,53.424
2753,3235576,5800,4.53,1.0477,52.626999999999995
2754,3236240,5249,4.6,0.8987,26.349
2755,3236498,5810,4.54,1.0506,16.886
2756,3236534,5965,4.68,1.0963,47.702
2757,3236811,5704,4.52,1.0205,55.979
2758,3237966,6158,4.47,1.1568,5.711
2759,3238110,5485,4.46,0.9607,33.282
2760,3238239,6123,4.51,1.1455,1.42
2761,3238396,6271,4.51,1.1944,58.113
2762,3238486,4969,4.46,0.8262,30.109
2763,3238657,6146,4.56,1.1529,56.53
2764,3238801,5948,4.21,1.0912,62.323
2765,3238877,6296,4.63,1.203,5.364
2766,3238937,6182,4.81,1.1647,52.586000000000006
2767,3238968,5914,4.46,1.081,55.426
2768,3239064,5281,4.75,0.907,50.458999999999996
2769,3239099,4961,4.2,0.8241,0.358
2770,3239706,4888,4.45,0.8051,41.879
2771,3240004,5169,3.9,0.878,54.42100000000001
2772,3240100,5127,4.6,0.8671,32.888000000000005
2773,3240193,5167,4.64,0.8775,25.677
2774,3240364,6173,4.34,1.1617,3.028
2775,3240396,5008,4.84,0.8363,22.328000000000003
2776,3240507,5595,4.69,0.9904,63.498000000000005
2777,3240714,5861,4.71,1.0654,50.11600000000001
2778,3240859,5896,4.54,1.0757,67.143
2779,3240890,5338,4.63,0.9219,0.326
2780,3241041,4858,4.67,0.7972,54.159
2781,3241072,5391,4.61,0.9358,0.956
2782,3241164,5947,4.48,1.0909,16.848
2783,3241227,5262,4.66,0.9021,0.43700000000000006
2784,3241336,6078,4.53,1.1312,2.9939999999999998
2785,3241581,5609,4.34,0.9942,58.388999999999996
2786,3241647,5210,4.38,0.8886,28.086
2787,3242040,5575,4.55,0.9849,1.992
2788,3244763,5167,4.62,0.8775,50.266999999999996
2789,3244874,5546,4.58,0.9771,16.535
2790,3245086,5888,4.51,1.0733,0.28600000000000003
2791,3245410,5999,4.65,1.1067,55.15
2792,3245446,5877,4.42,1.0701,19.8
2793,3245833,5721,4.53,1.0252,35.789
2794,3246016,5520,4.48,0.9701,62.159
2795,3246027,5092,4.67,0.8581,27.034000000000002
2796,3246147,5695,4.1,1.018,65.275
2797,3246184,5834,4.17,1.0575,10.83
2798,3246449,5395,4.45,0.9369,55.968
2799,3246498,6052,4.1,1.1231,7.0120000000000005
2800,3246594,5739,3.97,1.0303,27.299
2801,3246782,6114,3.81,1.1427,1.594
2802,3246908,5446,4.39,0.9503,60.933
2803,3246913,5966,4.5,1.0966,1.626
2804,3246978,5323,4.74,0.918,25.01
2805,3247058,6092,4.44,1.1357,54.926
2806,3247113,5965,4.48,1.0963,5.394
2807,3247309,4969,4.06,0.8262,37.251
2808,3247339,5978,4.37,1.1003,30.119
2809,3247494,5571,4.71,0.9839,61.73
2810,3247527,5919,4.69,1.0825,53.597
2811,3247529,6087,4.55,1.1341,6.6339999999999995
2812,3247697,5343,4.76,0.9232,51.872
2813,3247742,5421,4.94,0.9437,57.29600000000001
2814,3247767,5626,4.65,0.9989,58.931000000000004
2815,3247909,5427,4.15,0.9453,10.497
2816,3248017,6313,4.4,1.2088,54.864
2817,3248068,5712,4.49,1.0227,52.391999999999996
2818,3248162,6054,4.47,1.1237,54.476000000000006
2819,3248234,5936,4.41,1.0876,52.371
2820,3248250,5525,4.27,0.9714,13.159
2821,3248352,5971,4.6,1.0981,18.84
2822,3248364,5818,4.43,1.0529,53.297
2823,3248481,6037,4.67,1.1184,36.801
2824,3248498,6345,4.63,1.22,55.661
2825,3248619,5606,4.53,0.9934,23.131
2826,3248678,4713,4.18,0.7588,43.891000000000005
2827,3248730,4884,4.52,0.8041,69.211
2828,3248861,5823,4.55,1.0543,57.449
2829,3248995,5294,4.7,0.9104,55.988
2830,3249050,5233,4.78,0.8946,21.813000000000002
2831,3249123,5633,4.55,1.0008,55.211999999999996
2832,3249294,5126,4.42,0.8669,43.945
2833,3249426,5353,5.01,0.9258,55.31399999999999
2834,3322951,5048,4.12,0.8467,35.34
2835,3322954,5366,4.82,0.9292,64.617
2836,3323144,5690,4.46,1.0166,42.641000000000005
2837,3323277,4564,4.55,0.7182,31.256
2838,3323417,5665,4.23,1.0096,52.668
2839,3323540,5225,3.82,0.8925,68.458
2840,3323873,6011,4.49,1.1104,28.066
2841,3324146,6233,4.24,1.1816,4.077
2842,3324150,5787,4.3,1.044,55.365
2843,3324161,4858,4.45,0.7972,28.807
2844,3324179,4654,4.74,0.7429,20.27
2845,3324225,5239,4.49,0.8961,31.335
2846,3324254,4937,4.56,0.8179,30.051
2847,3324533,5313,3.81,0.9154,20.914
2848,3324942,5247,4.45,0.8982,41.858000000000004
2849,3324959,5911,4.37,1.0801,17.971
2850,3325000,4715,4.22,0.7593,37.263000000000005
2851,3325165,5621,4.52,0.9975,33.028
2852,3325225,4875,4.68,0.8017,36.954
2853,3325239,5852,4.53,1.0627,19.238
2854,3325240,6356,3.73,1.2239,63.007
2855,3325486,5754,4.47,1.0346,20.975
2856,3325865,5985,4.46,1.1024,10.63
2857,3326132,5477,4.5,0.9586,55.978
2858,3326253,5841,4.22,1.0595,61.495
2859,3326256,5494,4.24,0.9631,57.0
2860,3326396,6184,4.2,1.1653,12.325
2861,3326610,5460,4.37,0.9541,32.499
2862,3326630,5028,4.38,0.8415,38.65
2863,3326641,5692,4.02,1.0171,17.756
2864,3326787,5246,4.5,0.8979,60.787
2865,3326952,5480,4.33,0.9594,7.305
2866,3327055,6348,4.56,1.221,1.5630000000000002
2867,3327083,5547,3.85,0.9774,34.754
2868,3327884,6105,4.49,1.1398,7.792999999999999
2869,3327919,5891,4.0,1.0742,58.828
2870,3327995,5465,3.96,0.9554,49.125
2871,3328094,5285,4.59,0.9081,34.727
2872,3328134,5618,4.35,0.9967,50.563
2873,3328139,5399,4.38,0.9379,34.461
2874,3328386,5370,4.61,0.9303,29.905
2875,3328423,5951,4.43,1.0921,45.678999999999995
2876,3328435,5331,4.46,0.9201,27.643
2877,3328481,4911,4.64,0.8111,34.466
2878,3328716,5446,4.56,0.9503,48.01
2879,3328717,5418,4.7,0.9429,25.511
2880,3328841,5238,4.69,0.8959,30.252
2881,3328853,5679,4.86,1.0135,55.67100000000001
2882,3329065,6059,4.24,1.1253,24.846999999999998
2883,3329136,5656,4.1,1.0071,17.295
2884,3329201,6036,4.49,1.1181,50.216
2885,3329273,5194,4.2,0.8845,35.565
2886,3329314,5445,4.58,0.9501,47.963
2887,3329368,5509,4.6,0.9671,23.611
2888,3329619,5227,4.44,0.893,55.448
2889,3329891,5808,4.21,1.05,16.357
2890,3329922,6014,4.3,1.1113,55.047
2891,3330307,6121,4.35,1.1449,2.7689999999999997
2892,3330320,5623,4.22,0.998,65.808
2893,3330359,5915,4.18,1.0813,12.556
2894,3330362,5430,4.53,0.9461,63.315
2895,3330365,4942,4.46,0.8192,30.293000000000003
2896,3330400,5789,4.34,1.0445,13.537
2897,3330410,4944,4.45,0.8197,31.58
2898,3330631,4804,4.63,0.783,37.118
2899,3330643,5509,4.49,0.9671,26.37
2900,3330688,6130,3.79,1.1478,1.985
2901,3331116,4547,4.54,0.7135,0.358
2902,3331282,5245,4.74,0.8977,41.184
2903,3331599,5669,3.95,1.0107,40.74
2904,3335216,4715,4.5,0.7593,69.931
2905,3335251,5795,4.48,1.0463,16.83
2906,3335313,6176,4.44,1.1627,67.87
2907,3335629,5020,4.68,0.8394,28.302
2908,3335663,6109,4.45,1.1411,31.866
2909,3335956,5954,4.42,1.093,10.514000000000001
2910,3336320,5453,4.87,0.9522,46.088
2911,3336488,5465,4.96,0.9554,49.603
2912,3336595,5553,4.39,0.979,24.592
2913,3336616,5474,4.42,0.9578,28.535999999999998
2914,3337055,5784,4.44,1.0431,48.806000000000004
2915,3337151,5747,4.41,1.0326,50.195
2916,3337168,5806,4.36,1.0494,18.85
2917,3337238,5907,4.53,1.0789,18.891
2918,3337312,5528,4.42,0.9722,59.309
2919,3337338,5246,4.48,0.8979,38.998000000000005
2920,3337506,6134,4.51,1.1491,54.494
2921,3337613,5828,4.58,1.0558,27.656999999999996
2922,3337621,6445,4.44,1.2559,3.555
2923,3337664,5785,4.35,1.0434,62.57899999999999
2924,3337693,5963,4.65,1.0957,14.640999999999998
2925,3337905,4613,4.52,0.7317,38.303000000000004
2926,3338281,5488,4.67,0.9615,62.435
2927,3338284,5563,4.52,0.9817,30.906
2928,3338608,5914,4.23,1.081,0.687
2929,3338612,5211,4.57,0.8889,47.925
2930,3338613,5667,3.98,1.0102,11.004000000000001
2931,3338669,5455,4.22,0.9527,27.968000000000004
2932,3338777,5900,4.03,1.0769,14.927
2933,3338794,5646,4.33,1.0044,19.218
2934,3339025,4766,4.42,0.773,52.799
2935,3339128,6016,4.27,1.1119,10.922
2936,3339261,6365,4.2,1.227,51.871
2937,3339386,5341,4.59,0.9227,51.912
2938,3339482,4922,4.39,0.814,56.325
2939,3339780,5957,4.59,1.0939,18.646
2940,3339810,5846,4.53,1.061,67.36
2941,3339825,4521,4.45,0.7063,32.398
2942,3339945,5696,4.54,1.0182,54.666000000000004
2943,3340165,6152,4.64,1.1549,60.065
2944,3340184,6335,4.61,1.2165,3.8689999999999998
2945,3340357,5556,4.36,0.9798,68.381
2946,3340374,5638,4.38,1.0022,46.544
2947,3340415,5926,4.52,1.0846,19.965999999999998
2948,3340694,4545,4.62,0.713,23.804000000000002
2949,3341340,5442,4.6,0.9493,0.29600000000000004
