,KIC,Teff,logg,Mass,Period
12051,6382374,5476,4.31,0.9583,34.114000000000004
12052,6382616,5541,4.37,0.9757,10.815999999999999
12053,6383063,5709,4.31,1.0219,18.896
12054,6383356,5355,4.41,0.9264,53.776
12055,6383424,6154,4.44,1.1555,2.9939999999999998
12056,6383763,5383,4.35,0.9337,53.261
12057,6384023,6161,4.48,1.1578,5.481
12058,6384027,4666,4.57,0.7461,29.843000000000004
12059,6384089,5371,4.93,0.9305,26.799
12060,6384685,5113,4.44,0.8635,31.948
12061,6384789,5898,4.32,1.0763,49.705
12062,6384818,5663,4.33,1.0091,49.43899999999999
12063,6384840,5324,4.46,0.9182,0.278
12064,6384955,6121,4.45,1.1449,5.564
12065,6384983,6212,4.29,1.1746,7.489
12066,6385246,5690,4.38,1.0166,30.088
12067,6385671,5086,4.33,0.8565,35.258
12068,6385703,5993,4.6,1.1048,21.343000000000004
12069,6385716,4946,4.65,0.8202,28.515
12070,6385806,5624,4.56,0.9983,23.734
12071,6385947,5362,4.5,0.9282,43.034
12072,6386334,5874,4.4,1.0692,6.099
12073,6386677,5374,4.36,0.9313,5.0489999999999995
12074,6386717,5561,4.55,0.9811,26.349
12075,6386780,5890,4.38,1.0739,46.476000000000006
12076,6386784,6495,3.75,1.2744,17.011
12077,6387315,5925,3.63,1.0843,1.81
12078,6387423,5392,4.66,0.9361,15.009
12079,6387500,5430,4.87,0.9461,24.427
12080,6387515,6136,4.51,1.1497,3.627
12081,6387557,5498,4.53,0.9642,22.467
12082,6387658,5270,4.61,0.9042,28.006999999999998
12083,6387814,6035,4.32,1.1178,31.171999999999997
12084,6387831,5321,4.35,0.9175,62.088
12085,6388061,5371,4.58,0.9305,51.38
12086,6388082,5801,4.37,1.048,46.435
12087,6388108,5563,4.69,0.9817,52.211000000000006
12088,6388328,5536,4.63,0.9744,31.274
12089,6388398,4663,4.56,0.7453,31.171999999999997
12090,6388405,5375,4.53,0.9316,31.436999999999998
12091,6388466,5658,4.39,1.0077,8.859
12092,6388544,5985,4.52,1.1024,20.771
12093,6388654,5007,4.46,0.8361,37.166
12094,6388879,5748,4.56,1.0329,10.942
12095,6388994,6008,4.31,1.1094,0.623
12096,6389120,5523,4.55,0.9709,17.461
12097,6389160,5633,4.57,1.0008,53.45399999999999
12098,6389205,5918,4.23,1.0822,4.178999999999999
12099,6389314,5201,4.72,0.8863,19.517
12100,6389331,5930,4.57,1.0858,4.819
12101,6389352,5825,4.66,1.0549,3.075
12102,6389397,5495,4.5,0.9634,55.303999999999995
12103,6389519,5192,4.33,0.8839,33.221
12104,6389587,5324,4.75,0.9182,26.293000000000003
12105,6389628,5414,4.35,0.9419,61.005
12106,6389682,5568,3.89,0.983,3.28
12107,6389961,5372,4.79,0.9308,26.615
12108,6390235,5712,4.82,1.0227,18.567
12109,6390413,5649,4.61,1.0052,20.28
12110,6390463,5676,4.86,1.0127,14.147
12111,6390479,5603,4.56,0.9926,36.77
12112,6390652,5905,4.47,1.0783,8.986
12113,6390659,5621,4.79,0.9975,27.798000000000002
12114,6391071,6160,3.84,1.1575,16.807000000000002
12115,6391119,5473,4.85,0.9575,52.096000000000004
12116,6391609,5964,4.47,1.096,11.450999999999999
12117,6391720,6000,4.22,1.107,62.762
12118,6391920,5712,4.49,1.0227,10.942
12119,6392244,6327,4.31,1.2137,2.319
12120,6392445,5852,4.65,1.0627,57.551
12121,6392494,5694,4.46,1.0177,15.634
12122,6392581,5672,4.51,1.0116,0.871
12123,6392582,6041,4.64,1.1196,56.08
12124,6392617,4672,4.57,0.7478,7.938
12125,6392768,5655,4.49,1.0069,62.598
12126,6392875,6283,4.37,1.1985,4.506
12127,6392902,5392,4.55,0.9361,48.295
12128,6392911,5710,4.63,1.0222,52.387
12129,6392927,5780,4.84,1.042,8.184
12130,6392993,5685,4.2,1.0152,5.126
12131,6418881,5504,4.49,0.9658,2.9730000000000003
12132,6420970,4433,4.61,0.6813,56.816
12133,6421106,5669,4.17,1.0107,30.998
12134,6421661,5056,4.65,0.8488,26.968000000000004
12135,6421880,4999,4.37,0.834,44.394
12136,6421967,6197,3.66,1.1696,51.269
12137,6422398,4982,4.58,0.8296,28.576
12138,6423437,6033,4.27,1.1172,9.236
12139,6423801,6365,4.23,1.227,66.747
12140,6423964,5981,4.5,1.1012,23.57
12141,6423973,4463,4.67,0.6899,31.662
12142,6424108,6461,4.18,1.2617,2.585
12143,6424212,6074,4.15,1.13,28.88
12144,6424288,5678,4.15,1.0132,30.234
12145,6424807,5673,4.41,1.0118,34.686
12146,6425073,4979,4.52,0.8288,0.39799999999999996
12147,6425131,5705,4.45,1.0208,0.562
12148,6425257,5979,4.39,1.1006,16.750999999999998
12149,6425670,5005,4.31,0.8356,56.284
12150,6425899,5206,4.5,0.8876,47.559
12151,6426066,5938,4.25,1.0882,40.816
12152,6426188,5560,4.46,0.9809,27.206999999999997
12153,6426230,5066,4.35,0.8513,51.217
12154,6428729,5596,4.32,0.9907,60.288999999999994
12155,6428782,5053,4.42,0.848,38.236999999999995
12156,6428897,5414,4.68,0.9419,68.279
12157,6429048,5109,4.58,0.8625,23.795
12158,6429149,5009,4.35,0.8366,40.61
12159,6429221,5162,4.56,0.8762,28.515
12160,6429735,5639,4.46,1.0024,39.478
12161,6429869,4418,4.54,0.677,50.766999999999996
12162,6429957,4675,4.6,0.7486,26.554000000000002
12163,6430051,5408,4.4,0.9403,26.554000000000002
12164,6430253,5401,4.3,0.9384,27.269000000000002
12165,6430320,6098,4.48,1.1376,10.798
12166,6430397,5926,4.46,1.0846,18.252
12167,6430591,5441,4.76,0.949,36.811
12168,6430758,5509,4.34,0.9671,9.07
12169,6431095,5424,4.39,0.9445,28.045
12170,6431136,5673,4.68,1.0118,32.893
12171,6431413,6199,4.62,1.1703,12.392999999999999
12172,6432036,5646,4.4,1.0044,36.791
12173,6432069,5525,4.42,0.9714,50.766999999999996
12174,6432115,5546,4.78,0.9771,1.615
12175,6432235,5742,4.57,1.0312,26.063000000000002
12176,6435436,5515,4.53,0.9687,19.81
12177,6435680,5912,4.37,1.0804,24.738000000000003
12178,6435918,5850,4.45,1.0622,22.916
12179,6436130,5139,4.61,0.8702,28.29
12180,6436137,5316,4.59,0.9161,43.983000000000004
12181,6436275,6083,4.03,1.1328,16.132
12182,6436285,6278,4.49,1.1968,10.329
12183,6436380,5780,4.13,1.042,41.085
12184,6436505,5327,4.9,0.919,4.69
12185,6436604,5440,4.57,0.9487,35.135999999999996
12186,6436723,5500,4.62,0.9647,1.75
12187,6436837,4577,4.37,0.7218,31.069000000000003
12188,6436841,5331,4.43,0.9201,33.44
12189,6436854,6233,4.28,1.1816,5.48
12190,6436856,6191,4.2,1.1676,7.939
12191,6436878,5469,3.98,0.9565,50.458
12192,6437016,6055,4.51,1.124,14.365
12193,6437237,4809,4.49,0.7843,13.251
12194,6437251,5776,4.52,1.0408,65.95
12195,6437304,5560,4.68,0.9809,48.88399999999999
12196,6437315,4944,4.36,0.8197,45.347
12197,6437458,5345,4.54,0.9237,26.491999999999997
12198,6437620,5073,4.49,0.8532,39.363
12199,6437705,4712,4.88,0.7585,34.26
12200,6437727,5503,4.4,0.9655,27.895
12201,6437972,4948,4.14,0.8208,32.367
12202,6437973,5868,4.3,1.0674,18.421
12203,6438016,4894,4.62,0.8067,36.884
12204,6438339,4589,4.43,0.7251,42.595
12205,6438417,5514,4.5,0.9685,19.34
12206,6438532,6053,4.43,1.1234,20.71
12207,6441022,5591,4.42,0.9893,52.483999999999995
12208,6441181,5793,4.64,1.0457,69.709
12209,6441212,5796,4.42,1.0465,18.175
12210,6441221,5433,4.47,0.9469,62.593
12211,6441357,6083,4.43,1.1328,12.536
12212,6441983,5898,4.56,1.0763,17.555
12213,6442540,5308,3.81,0.9141,28.331
12214,6442735,5681,4.49,1.0141,51.605
12215,6443205,4412,4.58,0.6753,40.898
12216,6443343,5990,4.62,1.1039,66.655
12217,6443601,6231,4.49,1.1809,17.624000000000002
12218,6443655,5822,4.46,1.054,37.404
12219,6443939,6408,4.57,1.2424,8.96
12220,6444989,4839,4.53,0.7923,33.292
12221,6444995,6338,4.41,1.2175,5.078
12222,6445025,4962,4.42,0.8244,66.17399999999999
12223,6445047,5558,4.37,0.9803,63.988
12224,6445256,5757,4.49,1.0354,25.838
12225,6445411,5808,4.45,1.05,38.595
12226,6445499,5160,4.54,0.8757,39.018
12227,6445783,6060,4.43,1.1256,20.178
12228,6445878,4804,4.61,0.783,38.979
12229,6445963,5941,4.01,1.0891,57.122
12230,6446052,5315,4.87,0.9159,55.099
12231,6446083,4675,4.77,0.7486,52.708999999999996
12232,6446091,6063,4.49,1.1265,18.666
12233,6446130,5108,4.67,0.8622,34.707
12234,6446157,5839,4.55,1.059,25.09
12235,6446266,5229,4.73,0.8935,23.039
12236,6446340,6215,4.54,1.1756,10.789000000000001
12237,6447069,5270,4.34,0.9042,36.525
12238,6447199,5301,4.38,0.9122,48.674
12239,6447556,5164,4.63,0.8767,39.018
12240,6447983,5729,4.45,1.0275,45.802
12241,6448055,5582,4.78,0.9868,28.616999999999997
12242,6448122,5951,4.41,1.0921,19.387999999999998
12243,6448167,5610,4.56,0.9945,28.086
12244,6448309,5747,4.59,1.0326,23.718000000000004
12245,6448334,5841,4.61,1.0595,33.403
12246,6448373,5726,4.62,1.0267,20.115
12247,6448375,5518,4.77,0.9696,9.649
12248,6448503,6073,4.46,1.1297,12.030999999999999
12249,6448676,5842,4.51,1.0598,1.9780000000000002
12250,6448701,5474,4.67,0.9578,68.68
12251,6448719,5486,4.29,0.961,31.416999999999998
12252,6448786,5667,4.41,1.0102,32.13
12253,6448979,5446,4.98,0.9503,20.500999999999998
12254,6449063,5519,4.65,0.9698,45.25
12255,6449145,5431,4.71,0.9464,15.947000000000001
12256,6449433,5450,4.89,0.9514,25.594
12257,6449636,5818,4.51,1.0529,45.618
12258,6449640,6272,4.53,1.1948,9.552999999999999
12259,6449926,6109,4.44,1.1411,7.468
12260,6450272,5786,4.4,1.0437,22.753
12261,6450415,6026,4.59,1.115,13.603
12262,6450454,5554,4.51,0.9793,36.239000000000004
12263,6450464,5350,4.57,0.925,19.551
12264,6450651,5653,3.66,1.0063,49.794
12265,6450872,5272,3.81,0.9047,69.035
12266,6451025,6128,4.54,1.1471,9.12
12267,6451059,5621,4.61,0.9975,26.493000000000002
12268,6451100,5964,4.58,1.096,31.315
12269,6451141,5556,4.43,0.9798,38.308
12270,6451270,5702,4.35,1.0199,35.196999999999996
12271,6451294,6427,4.54,1.2493,2.27
12272,6451391,6283,4.52,1.1985,6.857
12273,6451440,5943,4.5,1.0897,32.836999999999996
12274,6451701,6489,4.62,1.2721,54.302
12275,6451790,5755,4.6,1.0348,24.552
12276,6451795,6037,4.38,1.1184,3.341
12277,6451833,5552,4.6,0.9787,28.423000000000002
12278,6451869,6367,4.21,1.2277,31.736
12279,6452163,6063,4.62,1.1265,11.33
12280,6452203,6259,4.49,1.1903,44.941
12281,6460145,5957,3.98,1.0939,10.703
12282,6460275,5763,4.2,1.0371,48.05
12283,6460286,5389,4.48,0.9353,33.869
12284,6460979,6214,3.73,1.1752,15.272
12285,6461193,5366,4.37,0.9292,33.358000000000004
12286,6461823,5808,4.3,1.05,9.498
12287,6462185,6298,4.59,1.2037,0.48
12288,6462544,5944,4.57,1.09,1.456
12289,6462645,5992,4.41,1.1045,9.01
12290,6462764,4590,4.51,0.7254,37.588
12291,6462901,5506,4.02,0.9663,12.698
12292,6462902,5808,4.47,1.05,7.018
12293,6462966,5638,4.23,1.0022,2.605
12294,6463228,5957,4.55,1.0939,54.548
12295,6463272,5448,4.44,0.9509,15.519
12296,6463429,5990,4.41,1.1039,5.67
12297,6463650,5053,4.39,0.848,45.107
12298,6463736,5595,4.57,0.9904,25.879
12299,6463800,5791,4.13,1.0451,9.759
12300,6463806,5767,4.25,1.0383,4.322
12301,6463961,4694,4.35,0.7537,27.614
12302,6464166,5408,4.44,0.9403,31.122
12303,6464237,5038,4.64,0.8441,25.533
12304,6464260,5364,4.61,0.9287,13.478
12305,6464341,4907,4.54,0.8101,38.936
12306,6464358,5379,4.22,0.9326,41.747
12307,6464418,4952,4.63,0.8218,36.26
12308,6464458,5722,4.35,1.0255,8.981
12309,6464701,5817,4.12,1.0526,19.567999999999998
12310,6464993,6104,4.24,1.1395,14.333
12311,6465316,5938,4.52,1.0882,37.937
12312,6465325,5432,4.53,0.9466,33.113
12313,6465365,6069,4.4,1.1284,8.811
12314,6465369,5553,3.71,0.979,2.296
12315,6465896,5648,4.5,1.0049,3.946
12316,6466196,6296,4.37,1.203,2.024
12317,6466218,5793,4.42,1.0457,2.544
12318,6466443,6356,3.56,1.2239,0.655
12319,6466463,5533,4.13,0.9736,15.66
12320,6466632,5169,4.55,0.878,8.695
12321,6466674,4925,4.28,0.8148,19.708
12322,6466931,4959,4.68,0.8236,34.611999999999995
12323,6467241,5685,4.4,1.0152,40.080999999999996
12324,6467245,5689,4.79,1.0163,17.379
12325,6467256,5413,4.54,0.9416,25.491
12326,6467411,5942,4.47,1.0894,57.674
12327,6467444,5827,4.08,1.0555,32.684
12328,6467447,6149,4.35,1.1539,2.9939999999999998
12329,6467663,6457,4.37,1.2603,1.155
12330,6467725,6243,4.33,1.1849,54.854
12331,6467945,5823,4.57,1.0543,11.574000000000002
12332,6468089,5668,4.29,1.0105,0.39799999999999996
12333,6468157,5343,4.35,0.9232,11.862
12334,6468390,5834,4.33,1.0575,11.004000000000001
12335,6468397,5416,4.63,0.9424,24.024
12336,6468508,5226,4.54,0.8927,32.03
12337,6468884,5240,4.41,0.8964,58.21
12338,6468996,6003,3.95,1.1079,4.666
12339,6469081,5462,4.46,0.9546,36.586
12340,6469146,4478,4.56,0.6942,51.32899999999999
12341,6469304,5495,4.62,0.9634,10.390999999999998
12342,6469649,5898,4.03,1.0763,51.201
12343,6469654,6344,3.71,1.2196,1.203
12344,6469694,5744,4.44,1.0317,50.481
12345,6469943,6426,4.31,1.2489,0.953
12346,6470068,6424,4.56,1.2482,0.8220000000000001
12347,6470134,5389,4.45,0.9353,31.285999999999998
12348,6470503,5991,4.54,1.1042,2.319
12349,6470796,5959,4.39,1.0945,19.169
12350,6470844,6117,3.93,1.1436,27.296
12351,6471237,6029,4.36,1.1159,7.228
12352,6471309,5357,4.78,0.9269,24.714000000000002
12353,6471340,5562,4.25,0.9814,48.18
12354,6471403,5790,4.51,1.0448,16.785999999999998
12355,6471490,6104,3.81,1.1395,0.41100000000000003
12356,6471516,5591,3.88,0.9893,17.064
12357,6496863,5311,4.73,0.9148,2.728
12358,6497129,5171,4.53,0.8785,35.565
12359,6497197,5783,4.29,1.0428,31.253
12360,6499690,6222,4.21,1.1779,48.663000000000004
12361,6499767,5612,4.46,0.995,1.175
12362,6500812,5317,3.72,0.9164,0.29600000000000004
12363,6501302,6125,4.16,1.1462,19.385
12364,6501381,5166,4.56,0.8772,52.833999999999996
12365,6501752,5550,4.76,0.9782,9.9
12366,6501879,5998,4.41,1.1064,26.2
12367,6501999,5651,4.18,1.0058,19.565
12368,6502330,5542,4.41,0.976,46.088
12369,6502468,5411,4.76,0.9411,41.861999999999995
12370,6502655,6024,4.48,1.1144,42.201
12371,6502767,5648,4.53,1.0049,20.199
12372,6502775,5157,4.6,0.8749,32.234
12373,6502990,5748,4.34,1.0329,27.328000000000003
12374,6503536,5882,4.78,1.0715,14.037
12375,6503668,5526,4.61,0.9717,30.258000000000003
12376,6503735,5827,4.57,1.0555,17.79
12377,6503815,5167,4.78,0.8775,2.033
12378,6503821,5484,4.58,0.9604,56.43
12379,6503915,5589,4.65,0.9887,41.021
12380,6504119,5528,4.25,0.9722,54.977
12381,6504295,6130,4.49,1.1478,21.31
12382,6504463,5851,4.41,1.0625,40.591
12383,6504960,5593,4.41,0.9898,17.802
12384,6505001,5387,4.11,0.9348,33.75
12385,6507033,5857,4.5,1.0642,38.933
12386,6507082,6298,4.34,1.2037,1.98
12387,6507090,6249,4.58,1.187,7.127999999999999
12388,6507265,5466,4.8,0.9557,65.337
12389,6507492,5936,4.65,1.0876,18.666
12390,6507554,5412,4.96,0.9413,27.069000000000003
12391,6507768,4747,4.48,0.7679,25.511
12392,6507784,5971,4.53,1.0981,22.855
12393,6507790,6205,4.36,1.1723,25.717
12394,6507815,6064,4.35,1.1268,18.319000000000003
12395,6507962,5825,4.02,1.0549,22.406999999999996
12396,6507971,5316,4.3,0.9161,52.049
12397,6508055,6232,4.29,1.1812,21.97
12398,6508349,5547,4.89,0.9774,37.260999999999996
12399,6508366,6271,4.14,1.1944,3.77
12400,6508447,5936,4.42,1.0876,37.751
12401,6508647,4668,4.55,0.7467,44.331
12402,6509138,5909,4.31,1.0795,16.551
12403,6509497,5701,4.52,1.0196,28.658
12404,6509547,5466,4.74,0.9557,54.93600000000001
12405,6509719,5164,4.66,0.8767,65.693
12406,6509788,5351,4.55,0.9253,32.255
12407,6509957,5683,4.24,1.0146,23.461
12408,6510194,5773,4.56,1.04,25.76
12409,6510202,6092,4.33,1.1357,15.409
12410,6510746,5520,5.06,0.9701,39.797
12411,6510749,5961,4.62,1.0951,44.067
12412,6510861,5354,4.74,0.9261,37.915
12413,6510891,5502,4.58,0.9653,65.736
12414,6511221,5690,4.18,1.0166,53.72
12415,6511386,6364,4.4,1.2267,2.423
12416,6511402,5209,4.74,0.8883,32.868
12417,6511744,5383,4.71,0.9337,61.516000000000005
12418,6515169,5922,4.5,1.0834,19.729
12419,6515186,5490,4.56,0.9621,5.446000000000001
12420,6515382,5907,4.55,1.0789,19.177
12421,6515386,5621,4.68,0.9975,27.572
12422,6515485,5580,4.81,0.9863,31.335
12423,6515579,6037,4.45,1.1184,20.684
12424,6515627,5657,4.47,1.0074,27.473000000000003
12425,6515694,5846,4.43,1.061,8.433
12426,6515761,6031,4.5,1.1165,13.668
12427,6515856,5673,4.41,1.0118,25.682
12428,6516039,5441,4.69,0.949,26.599
12429,6516307,4995,4.51,0.833,64.376
12430,6516525,6200,4.59,1.1706,4.992
12431,6516529,5687,4.49,1.0157,16.991
12432,6516967,6362,4.22,1.226,23.803
12433,6517064,5831,4.54,1.0566,27.636999999999997
12434,6517334,4758,4.62,0.7708,26.619
12435,6519705,4965,4.28,0.8252,0.235
12436,6519744,5618,4.83,0.9967,26.084
12437,6519882,6154,4.61,1.1555,9.515
12438,6520003,6105,4.42,1.1398,26.962
12439,6520187,6228,4.41,1.1799,22.365
12440,6520289,5720,4.49,1.025,19.653
12441,6520343,6128,4.5,1.1471,9.459
12442,6520378,5908,4.46,1.0792,30.824
12443,6520612,6235,4.4,1.1823,6.028
12444,6520808,5059,4.49,0.8495,0.256
12445,6520835,5886,4.3,1.0727,12.904000000000002
12446,6520870,5729,4.43,1.0275,1.9080000000000001
12447,6520997,5452,4.8,0.9519,21.588
12448,6521110,5584,4.74,0.9874,57.96
12449,6521254,5578,4.76,0.9858,28.474
12450,6521556,5982,4.25,1.1015,9.443999999999999
12451,6521701,5396,4.72,0.9371,30.261
12452,6521737,5737,4.6,1.0298,21.526999999999997
12453,6521844,4644,4.56,0.7402,30.395
12454,6521976,4711,4.64,0.7583,28.351999999999997
12455,6522253,5670,4.51,1.011,63.518
12456,6522258,5588,3.97,0.9885,23.191
12457,6522441,5466,4.64,0.9557,56.632
12458,6522503,5478,4.85,0.9588,25.654
12459,6523035,6106,4.6,1.1401,7.591
12460,6523052,6077,4.68,1.1309,14.68
12461,6523077,5460,4.74,0.9541,26.371
12462,6523198,5887,4.44,1.073,28.25
12463,6523242,6011,4.51,1.1104,7.612
12464,6523373,5468,4.44,0.9562,27.596
12465,6523504,6391,4.56,1.2363,6.742999999999999
12466,6523549,5750,4.51,1.0334,23.563000000000002
12467,6523569,6087,4.4,1.1341,12.245
12468,6523917,6071,4.51,1.129,64.775
12469,6524024,5936,4.51,1.0876,48.07
12470,6525004,6257,4.57,1.1897,16.579
12471,6525438,6217,4.58,1.1762,10.630999999999998
12472,6525462,5048,4.34,0.8467,3.782
12473,6525688,6476,4.34,1.2673,11.085
12474,6526018,6250,4.48,1.1873,11.58
12475,6526065,6026,4.55,1.115,2.173
12476,6526074,6360,4.43,1.2253,4.015
12477,6526182,6018,4.43,1.1125,69.218
12478,6526245,6022,4.61,1.1138,19.177
12479,6526405,5657,4.59,1.0074,24.612
12480,6526880,5137,4.5,0.8697,67.87
12481,6526934,5096,5.07,0.8591,54.67100000000001
12482,6526965,5013,4.18,0.8376,2.421
12483,6527113,6394,4.53,1.2374,19.214000000000002
12484,6527163,6188,4.64,1.1666,13.720999999999998
12485,6527245,6093,4.54,1.136,14.579
12486,6527481,5609,4.77,0.9942,16.521
12487,6527511,5306,4.77,0.9135,38.507
12488,6527849,5589,4.79,0.9887,27.596
12489,6527933,5662,4.46,1.0088,25.761
12490,6528068,4694,4.27,0.7537,44.29
12491,6528203,5352,4.74,0.9256,29.516
12492,6528246,6027,4.5,1.1153,0.5820000000000001
12493,6528249,5847,4.46,1.0613,45.393
12494,6528376,5698,4.37,1.0188,27.636999999999997
12495,6528379,5723,4.49,1.0258,1.7269999999999999
12496,6528400,5471,4.62,0.957,54.629
12497,6528476,5522,4.47,0.9706,58.042
12498,6528598,5629,4.77,0.9997,26.941999999999997
12499,6528708,5502,4.65,0.9653,26.358
12500,6528759,5859,4.58,1.0648,21.261
12501,6528830,6444,4.45,1.2555,5.1579999999999995
12502,6528987,5618,4.55,0.9967,29.21
12503,6529076,5205,4.33,0.8873,42.104
12504,6529129,5610,4.54,0.9945,16.03
12505,6529392,5973,4.63,1.0988,27.289
12506,6529408,5721,4.68,1.0252,55.733000000000004
12507,6529443,5678,4.51,1.0132,16.847
12508,6529693,6347,4.32,1.2207,6.957999999999999
12509,6529695,6066,4.5,1.1275,10.412
12510,6529750,6385,4.24,1.2341,16.684
12511,6529913,4595,4.86,0.7268,39.400999999999996
12512,6529931,5309,4.75,0.9143,28.384
12513,6530009,5624,4.65,0.9983,42.451
12514,6530251,5644,4.71,1.0038,32.091
12515,6530325,5198,4.55,0.8855,31.662
12516,6530690,6002,4.37,1.1076,13.732000000000001
12517,6530701,5894,4.49,1.0751,14.792
12518,6530708,5877,4.48,1.0701,13.68
12519,6530785,5862,4.59,1.0657,19.41
12520,6530901,6132,4.18,1.1484,8.96
12521,6530937,5317,4.78,0.9164,18.932000000000002
12522,6530976,6203,4.36,1.1716,9.802999999999999
12523,6530980,5623,4.79,0.998,16.275
12524,6531196,5488,4.88,0.9615,64.781
12525,6531459,5074,4.91,0.8534,32.075
12526,6531533,5502,4.72,0.9653,51.504
12527,6531550,4769,4.47,0.7737,0.255
12528,6531688,5162,4.01,0.8762,66.256
12529,6531772,5733,4.92,1.0286,21.059
12530,6531786,5822,4.59,1.054,1.4409999999999998
12531,6531834,5896,4.44,1.0757,11.565
12532,6531843,5586,4.66,0.9879,55.937
12533,6532047,6247,4.67,1.1863,5.736000000000001
12534,6532165,6146,4.62,1.1529,61.577
12535,6535035,5577,4.95,0.9855,25.081999999999997
12536,6535103,6291,4.54,1.2012,51.813
12537,6535196,5265,4.55,0.9029,35.79
12538,6535330,5494,4.61,0.9631,28.474
12539,6535364,5737,4.57,1.0298,57.615
12540,6535393,5510,4.64,0.9674,26.680999999999997
12541,6535417,5044,4.6,0.8457,42.222
12542,6535487,6471,4.53,1.2654,3.688
12543,6535630,5903,4.67,1.0778,12.482999999999999
12544,6535656,5941,4.44,1.0891,10.339
12545,6541481,5682,4.39,1.0143,30.906
12546,6541632,5807,4.23,1.0497,53.894
12547,6541670,6208,4.23,1.1733,5.3839999999999995
12548,6541759,4991,4.37,0.8319,42.806000000000004
12549,6542277,6399,4.25,1.2392,4.894
12550,6542477,5276,4.82,0.9057,30.272
12551,6542534,5526,4.91,0.9717,20.964000000000002
12552,6542923,5576,4.75,0.9852,24.54
12553,6542956,5702,4.28,1.0199,21.69
12554,6543127,6101,4.33,1.1385,1.795
12555,6543136,5377,3.85,0.9321,32.05
12556,6543182,5824,4.66,1.0546,49.371
12557,6543192,5339,4.48,0.9222,45.271
12558,6543216,5358,4.51,0.9271,56.611000000000004
12559,6543525,5119,4.3,0.8651,40.129
12560,6543542,5901,4.31,1.0772,31.526999999999997
12561,6543823,5292,4.31,0.9099,28.863000000000003
12562,6544295,5365,4.67,0.929,50.052
12563,6544390,5252,4.77,0.8995,47.77
12564,6544490,5955,4.41,1.0933,3.4019999999999997
12565,6544570,5145,4.34,0.8718,12.72
12566,6544608,5774,4.67,1.0403,3.9130000000000003
12567,6544765,5652,4.42,1.006,18.98
12568,6544944,5335,4.57,0.9211,22.180999999999997
12569,6544969,5568,4.62,0.983,20.846999999999998
12570,6545001,5184,4.5,0.8819,52.341
12571,6545009,6291,4.51,1.2012,3.0380000000000003
12572,6545157,5694,4.49,1.0177,0.9359999999999999
12573,6545292,5655,4.41,1.0069,21.22
12574,6545524,5103,4.55,0.8609,41.519
12575,6545682,5776,4.26,1.0408,17.179000000000002
12576,6545701,5722,4.64,1.0255,20.367
12577,6545714,5839,4.15,1.059,33.726
12578,6545724,4935,4.64,0.8174,16.316
12579,6546013,5352,4.35,0.9256,27.984
12580,6546033,4761,4.33,0.7716,39.038000000000004
12581,6546156,6103,4.36,1.1391,5.779
12582,6546269,5544,4.38,0.9766,9.336
12583,6546299,5528,4.71,0.9722,9.215
12584,6546353,5362,4.63,0.9282,32.111
12585,6546491,5497,4.43,0.9639,26.415
12586,6546582,5839,4.29,1.059,2.4
12587,6546658,5308,4.73,0.9141,47.825
12588,6547049,5544,4.52,0.9766,36.687
12589,6547209,5789,4.0,1.0445,46.172
12590,6547436,5682,3.94,1.0143,28.801
12591,6547616,5777,4.32,1.0411,47.048
12592,6547690,5334,4.61,0.9209,43.393
12593,6547806,5863,4.04,1.066,8.02
12594,6547907,5708,4.52,1.0216,1.4409999999999998
12595,6548161,5909,4.6,1.0795,28.822
12596,6548168,5696,4.6,1.0182,49.93600000000001
12597,6548314,5836,4.65,1.0581,10.520999999999999
12598,6548370,6285,4.73,1.1992,2.477
12599,6548521,5697,4.48,1.0185,49.059
12600,6548569,5434,4.67,0.9472,50.132
12601,6548600,5060,4.35,0.8498,39.596
12602,6548625,5386,4.89,0.9345,52.966
12603,6548677,5607,4.4,0.9937,50.062
12604,6548685,6451,4.35,1.2581,0.715
12605,6548735,5513,4.51,0.9682,17.939
12606,6548885,5974,4.14,1.0991,4.015
12607,6549164,5635,4.45,1.0013,36.832
12608,6549263,6034,4.38,1.1175,55.711999999999996
12609,6549265,5980,4.49,1.1009,4.567
12610,6549600,5581,4.51,0.9866,18.952
12611,6549665,5860,4.7,1.0651,14.450999999999999
12612,6549754,5445,4.61,0.9501,52.31100000000001
12613,6549777,5336,4.59,0.9214,25.000999999999998
12614,6549845,6155,4.36,1.1559,2.436
12615,6550037,5293,4.53,0.9102,27.383000000000003
12616,6550210,6260,4.6,1.1907,2.695
12617,6550283,5628,4.6,0.9994,32.336
12618,6550338,5414,4.63,0.9419,10.062000000000001
12619,6550373,5215,4.47,0.8899,64.335
12620,6550656,5632,4.56,1.0005,23.406999999999996
12621,6551089,5519,4.7,0.9698,25.287
12622,6551107,6382,4.72,1.2331,1.4809999999999999
12623,6551110,5972,4.45,1.0984,1.8840000000000001
12624,6551226,5919,4.48,1.0825,49.483000000000004
12625,6551306,5999,3.85,1.1067,12.556
12626,6551403,5877,4.37,1.0701,16.521
12627,6579516,5045,4.2,0.8459,2.7889999999999997
12628,6579609,5547,4.66,0.9774,1.797
12629,6580303,5757,4.46,1.0354,63.028
12630,6580345,4890,4.27,0.8056,23.299
12631,6580528,5181,4.43,0.8811,39.12
12632,6580624,4923,4.3,0.8142,43.696999999999996
12633,6583060,5134,4.51,0.8689,28.863000000000003
